"","Rank","p.value","p.adj","avg.logfc","avg.logfc.dir","direction","significance"
"GO_DNA_DEPENDENT_DNA_REPLICATION",526,3.03331636568125e-09,3.5200310068666e-08,1,1,"Up",7.11460863737862
"GO_GLYCEROLIPID_METABOLIC_PROCESS",527,3.15584035055596e-09,3.65526555973312e-08,1,1,"Up",7.09898050721005
"GO_REGULATION_OF_TRANSLATIONAL_INITIATION",528,3.33896170344933e-09,3.86004209050279e-08,1,1,"Up",7.07638361532616
"GO_MITOCHONDRIAL_TRANSLATION",529,3.48934822368936e-09,4.02243703989954e-08,1,1,"Up",7.05930003399469
"GO_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY",530,3.49261407461788e-09,4.02243703989954e-08,1,1,"Up",7.05930003399469
"GO_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT",531,3.5344790732974e-09,4.0629868669317e-08,1,1,"Up",7.05514190815802
"GO_NEGATIVE_REGULATION_OF_BINDING",532,3.86216274551332e-09,4.43132357116792e-08,1,1,"Up",7.01916721721365
"GO_NUCLEAR_IMPORT",533,3.88295452081125e-09,4.44682071201349e-08,1,1,"Up",7.01771998707629
"GO_ENDOSOME_ORGANIZATION",534,3.90252836883289e-09,4.46086763358726e-08,1,1,"Up",7.01641253951601
"GO_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY",535,4.46900003886997e-09,5.09883667986211e-08,1,1,"Up",6.96099989279165
"GO_RESPONSE_TO_HORMONE",536,4.53874696135316e-09,5.16875213658576e-08,1,1,"Up",6.95535417431291
"GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",537,5.33975307724478e-09,6.06961876787749e-08,1,1,"Up",6.88875057228019
"GO_REGULATION_OF_MAPK_CASCADE",538,5.36780175501799e-09,6.09016020680852e-08,1,1,"Up",6.88734997470502
"GO_NUCLEAR_MATRIX",539,5.46511440918299e-09,6.18906462962021e-08,1,1,"Up",6.88067173614752
"GO_CYTOPLASMIC_REGION",540,5.93210720767338e-09,6.7054782214145e-08,1,1,"Up",6.84744927189373
"GO_REGULATION_OF_NEURON_DEATH",541,5.99297349394711e-09,6.76175789409485e-08,1,1,"Up",6.84398443023912
"GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION",542,6.18060148095161e-09,6.9605888265182e-08,1,1,"Up",6.83197026137606
"GO_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR",543,6.25894433090851e-09,7.02290371247528e-08,1,1,"Up",6.82827549655752
"GO_SOMATODENDRITIC_COMPARTMENT",544,6.25162849656331e-09,7.02290371247528e-08,1,1,"Up",6.82827549655752
"GO_MIDBODY",545,6.47153451421416e-09,7.24811865591986e-08,1,1,"Up",6.81519012830602
"GO_LOCALIZATION_WITHIN_MEMBRANE",546,6.67957157508901e-09,7.46741847881746e-08,1,1,"Up",6.80283344003144
"GO_RESPONSE_TO_RADIATION",547,6.7649224930895e-09,7.54901040179493e-08,1,1,"Up",6.79832846327657
"GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY",548,7.00821002790837e-09,7.80622518437093e-08,1,1,"Up",6.78443892397341
"GO_REGULATION_OF_CHROMOSOME_SEGREGATION",549,7.27873554930931e-09,8.0927872118368e-08,1,1,"Up",6.76949366986822
"GO_CELL_PROLIFERATION",550,7.33028798326284e-09,8.13528688178844e-08,1,1,"Up",6.76732233231485
"GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY",551,7.67100431704904e-09,8.49796921075632e-08,1,1,"Up",6.74924119524347
"GO_NEGATIVE_REGULATION_OF_CELL_PROLIFERATION",552,7.7231662422573e-09,8.54025484469902e-08,1,1,"Up",6.74718351831656
"GO_ISOMERASE_ACTIVITY",553,7.74138279370148e-09,8.54491872925024e-08,1,1,"Up",6.74695719141279
"GO_PRERIBOSOME",554,7.81299682397875e-09,8.60839938873037e-08,1,1,"Up",6.74388885449242
"GO_MRNA_3_END_PROCESSING",555,8.07007727185682e-09,8.87563093106559e-08,1,1,"Up",6.73121561142555
"GO_PROTEIN_KINASE_COMPLEX",556,8.22120170692637e-09,9.02557827681269e-08,1,1,"Up",6.72427057788792
"GO_EXCITATORY_SYNAPSE",557,8.44183814217653e-09,9.25116337878735e-08,1,1,"Up",6.71403667074071
"GO_NEURAL_TUBE_DEVELOPMENT",558,8.99195379781207e-09,9.83635949495428e-08,1,1,"Up",6.68860963305641
"GO_GOLGI_CISTERNA",559,9.06777735899051e-09,9.90155867607837e-08,1,1,"Up",6.68587089717405
"GO_POLYOL_METABOLIC_PROCESS",560,9.44826325029547e-09,1.02986069428221e-07,1,1,"Up",6.66957223011604
"GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS",561,9.51720212283388e-09,1.03552587803526e-07,1,1,"Up",6.66729806749962
"GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",562,9.79752920970888e-09,1.06413021879116e-07,1,1,"Up",6.65600223039747
"GO_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY",563,9.92537627681818e-09,1.07610118638896e-07,1,1,"Up",6.65136476345248
"GO_PROTEIN_TRANSPORTER_ACTIVITY",564,1.01141400805835e-08,1.09462253638088e-07,1,1,"Up",6.64429041576376
"GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_COMPLEX",565,1.03970959759764e-08,1.12234099988111e-07,1,1,"Up",6.63392370434026
"GO_NUCLEAR_CHROMATIN",566,1.04070282754376e-08,1.12234099988111e-07,1,1,"Up",6.63392370434026
"GO_DOUBLE_STRANDED_DNA_BINDING",567,1.05510266591934e-08,1.13586361071811e-07,1,1,"Up",6.62895880753231
"GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE",568,1.06859148792989e-08,1.14835958491621e-07,1,1,"Up",6.6244231141292
"GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS",569,1.12573656292684e-08,1.20764428472854e-07,1,1,"Up",6.603555822305
"GO_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION",570,1.12986266163752e-08,1.20994415555008e-07,1,1,"Up",6.60276709118026
"GO_HEAD_DEVELOPMENT",571,1.18910521388758e-08,1.27115555614182e-07,1,1,"Up",6.58230810966952
"GO_HETEROCHROMATIN",572,1.22417910340949e-08,1.30636175650552e-07,1,1,"Up",6.57098274092918
"GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS",573,1.27641785173032e-08,1.3597302909183e-07,1,1,"Up",6.55438397006624
"GO_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS",574,1.28673670891944e-08,1.36833464655823e-07,1,1,"Up",6.5517689630161
"GO_BASE_EXCISION_REPAIR",575,1.33888080528578e-08,1.42130929312424e-07,1,1,"Up",6.53602263551072
"GO_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY",576,1.35070162029622e-08,1.43136852261946e-07,1,1,"Up",6.53309901118354
"GO_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY",577,1.38266513281377e-08,1.46270155471322e-07,1,1,"Up",6.52412228195569
"GO_PROTEIN_MONOUBIQUITINATION",578,1.42470438848448e-08,1.49937854953608e-07,1,1,"Up",6.51385567545435
"GO_LYTIC_VACUOLE_ORGANIZATION",579,1.42470438848448e-08,1.49937854953608e-07,1,1,"Up",6.51385567545435
"GO_LYSOSOME_ORGANIZATION",580,1.42470438848448e-08,1.49937854953608e-07,1,1,"Up",6.51385567545435
"GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE",581,1.44392014067131e-08,1.51698597911492e-07,1,1,"Up",6.50901590411776
"GO_REGULATION_OF_PROTEIN_POLYMERIZATION",582,1.46694285857296e-08,1.53804740334912e-07,1,1,"Up",6.50329998030343
"GO_ALCOHOL_METABOLIC_PROCESS",583,1.46900661230756e-08,1.53804740334912e-07,1,1,"Up",6.50329998030343
"GO_LYSOSOMAL_LUMEN",584,1.49780255219682e-08,1.56551143469339e-07,1,1,"Up",6.49596289759542
"GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",585,1.51294317077652e-08,1.57593943932079e-07,1,1,"Up",6.49321069555177
"GO_DNA_INTEGRITY_CHECKPOINT",586,1.51294317077652e-08,1.57593943932079e-07,1,1,"Up",6.49321069555177
"GO_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT",587,1.54372194944733e-08,1.6052604394253e-07,1,1,"Up",6.48556868037116
"GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE",588,1.56855084510911e-08,1.62830516301803e-07,1,1,"Up",6.47965980329827
"GO_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX",589,1.59727770762023e-08,1.6553112270482e-07,1,1,"Up",6.47284071292816
"GO_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",590,1.6153716249635e-08,1.67122515233512e-07,1,1,"Up",6.4688743164314
"GO_REGULATION_OF_CELL_SHAPE",591,1.67772243347435e-08,1.73279487883713e-07,1,1,"Up",6.45387642313389
"GO_NEURAL_TUBE_FORMATION",592,1.69367554986567e-08,1.74631681695609e-07,1,1,"Up",6.4506540150803
"GO_PHOSPHATASE_ACTIVITY",593,1.7557099730877e-08,1.80722658949871e-07,1,1,"Up",6.4364413453078
"GO_DNA_HELICASE_ACTIVITY",594,1.78681766367908e-08,1.83615067661568e-07,1,1,"Up",6.42985912497009
"GO_PROTEIN_N_LINKED_GLYCOSYLATION",595,1.86522610984404e-08,1.91029197558524e-07,1,1,"Up",6.41344923830996
"GO_POSITIVE_REGULATION_OF_AUTOPHAGY",596,1.86522610984404e-08,1.91029197558524e-07,1,1,"Up",6.41344923830996
"GO_KINETOCHORE",597,1.93727476577035e-08,1.98075798496855e-07,1,1,"Up",6.39843275873281
"GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY",598,1.95448540022405e-08,1.99501319113171e-07,1,1,"Up",6.39545998566275
"GO_CONDENSED_CHROMOSOME",599,2.02904091406794e-08,2.06765705166456e-07,1,1,"Up",6.3806333911889
"GO_CYTOSOLIC_PART",600,2.06438392332147e-08,2.10016657799238e-07,1,1,"Up",6.37416616735438
"GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY",601,2.08848619814148e-08,2.12115137328712e-07,1,1,"Up",6.37004454662896
"GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT",602,2.30776316149398e-08,2.33996450793343e-07,1,1,"Up",6.32934530681814
"GO_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT",603,2.46087930917107e-08,2.49107915475625e-07,1,1,"Up",6.30340261265096
"GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT",604,2.54335893346046e-08,2.57030843209316e-07,1,1,"Up",6.29042307116714
"GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",605,2.65198534221692e-08,2.67565595518878e-07,1,1,"Up",6.27377111894835
"GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS",606,2.77330936068095e-08,2.79344560026345e-07,1,1,"Up",6.25591175186319
"GO_PROTEIN_DIMERIZATION_ACTIVITY",607,3.04686309570633e-08,3.06392954467734e-07,1,1,"Up",6.21759795306379
"GO_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE",608,3.12160603635104e-08,3.1339281654419e-07,1,1,"Up",6.20823367884235
"GO_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT",609,3.14097587645802e-08,3.14819651065677e-07,1,1,"Up",6.20635056932164
"GO_CYTOSOLIC_RIBOSOME",610,3.35211752829959e-08,3.35431563815421e-07,1,1,"Up",6.18006057939809
"GO_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS",611,3.3641184943499e-08,3.36081494100029e-07,1,1,"Up",6.1792581252566
"GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT",612,3.43234153840539e-08,3.42336809647492e-07,1,1,"Up",6.17161322631479
"GO_ERAD_PATHWAY",613,3.49395300241982e-08,3.47913362590058e-07,1,1,"Up",6.16491474222187
"GO_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",614,3.559450235597e-08,3.53858049480197e-07,1,1,"Up",6.15789127635637
"GO_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT",615,3.76120735938661e-08,3.73307475149526e-07,1,1,"Up",6.13571008479538
"GO_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS",616,3.84701038086041e-08,3.81203755921623e-07,1,1,"Up",6.1270328668649
"GO_RESPONSE_TO_LIGHT_STIMULUS",617,4.13397745803056e-08,4.08975662946816e-07,1,1,"Up",6.09788097913452
"GO_NEURON_PROJECTION_MORPHOGENESIS",618,4.17939384439905e-08,4.12799676799544e-07,1,1,"Up",6.09402284553583
"GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY",619,4.27157847417477e-08,4.21223182655295e-07,1,1,"Up",6.08564875849284
"GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER",620,4.48774469751193e-08,4.41825703767949e-07,1,1,"Up",6.06585285796066
"GO_REGULATORY_REGION_NUCLEIC_ACID_BINDING",621,4.62791876323693e-08,4.5489236925601e-07,1,1,"Up",6.05377062050872
"GO_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION",622,4.69868830010271e-08,4.6036586490894e-07,1,1,"Up",6.04881230583377
"GO_CYTOKINESIS",623,4.69868830010271e-08,4.6036586490894e-07,1,1,"Up",6.04881230583377
"GO_MACROMOLECULE_DEACYLATION",624,5.05662362129121e-08,4.93850089349784e-07,1,1,"Up",6.01970649518889
"GO_COATED_PIT",625,5.05662362129121e-08,4.93850089349784e-07,1,1,"Up",6.01970649518889
"GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",626,5.06978532275771e-08,4.9434456246187e-07,1,1,"Up",6.01929162904627
"GO_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN",627,5.33723238733973e-08,5.19592767022674e-07,1,1,"Up",5.99864177668385
"GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",628,5.3564183106701e-08,5.19802501881245e-07,1,1,"Up",5.99847447602049
"GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS",629,5.3564183106701e-08,5.19802501881245e-07,1,1,"Up",5.99847447602049
"GO_EARLY_ENDOSOME",630,5.41937816295967e-08,5.2507752867787e-07,1,1,"Up",5.99428876052489
"GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",631,5.46511579140136e-08,5.28669838204658e-07,1,1,"Up",5.99146227539297
"GO_MAINTENANCE_OF_LOCATION_IN_CELL",632,5.56803073833653e-08,5.36076650265081e-07,1,1,"Up",5.98569461222801
"GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE",633,5.56803073833653e-08,5.36076650265081e-07,1,1,"Up",5.98569461222801
"GO_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS",634,5.55239634797065e-08,5.36076650265081e-07,1,1,"Up",5.98569461222801
"GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING",635,5.58471181257417e-08,5.36835919747287e-07,1,1,"Up",5.9851078806554
"GO_REGULATION_OF_CELL_CYCLE_ARREST",636,5.76095564985946e-08,5.52906812684625e-07,1,1,"Up",5.97287988462438
"GO_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX",637,5.89689012194508e-08,5.65064635861111e-07,1,1,"Up",5.96386313507558
"GO_SPINDLE_MICROTUBULE",638,6.05923413244463e-08,5.79711052420721e-07,1,1,"Up",5.95325491654838
"GO_MICROTUBULE_ASSOCIATED_COMPLEX",639,6.25305583354002e-08,5.97318510296217e-07,1,1,"Up",5.94085126775436
"GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION",640,6.27356391950024e-08,5.98341158822336e-07,1,1,"Up",5.94014213638462
"GO_RNA_CAPPING",641,6.50498762550525e-08,6.1771592592813e-07,1,1,"Up",5.92693139912291
"GO_7_METHYLGUANOSINE_RNA_CAPPING",642,6.50498762550525e-08,6.1771592592813e-07,1,1,"Up",5.92693139912291
"GO_THIOL_DEPENDENT_UBIQUITIN_SPECIFIC_PROTEASE_ACTIVITY",643,6.50706651985236e-08,6.1771592592813e-07,1,1,"Up",5.92693139912291
"GO_DENDRITE",644,6.60320769077521e-08,6.25869250690868e-07,1,1,"Up",5.92149547729239
"GO_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY",645,6.88690861382119e-08,6.51747134554489e-07,1,1,"Up",5.90469987960634
"GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE",646,6.9333622156614e-08,6.55127600068068e-07,1,1,"Up",5.90255525496507
"GO_COENZYME_BINDING",647,6.9500823043875e-08,6.55692463461844e-07,1,1,"Up",5.90219797541978
"GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS",648,7.03820494951269e-08,6.62981527960269e-07,1,1,"Up",5.89761501030913
"GO_AXON",649,7.11746974617318e-08,6.69415028207105e-07,1,1,"Up",5.89361164731059
"GO_EMBRYONIC_MORPHOGENESIS",650,7.25090232489749e-08,6.80915504479604e-07,1,1,"Up",5.88655019525561
"GO_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS",651,7.84598508098835e-08,7.35666558131381e-07,1,1,"Up",5.85448935408608
"GO_PROTEIN_ACETYLATION",652,8.06581228534806e-08,7.55118377143628e-07,1,1,"Up",5.84367059006535
"GO_POSITIVE_REGULATION_OF_BINDING",653,8.28044978074383e-08,7.74025504772746e-07,1,1,"Up",5.8334186251109
"GO_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE",654,8.46469822655625e-08,7.9003850114525e-07,1,1,"Up",5.82492992807989
"GO_DNA_BIOSYNTHETIC_PROCESS",655,9.05972206307449e-08,8.44283106458118e-07,1,1,"Up",5.79740118640177
"GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND",656,9.14074964754702e-08,8.48039072180257e-07,1,1,"Up",5.79556106251766
"GO_MEMBRANE_LIPID_METABOLIC_PROCESS",657,9.14170559460369e-08,8.48039072180257e-07,1,1,"Up",5.79556106251766
"GO_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS",658,9.14170559460369e-08,8.48039072180257e-07,1,1,"Up",5.79556106251766
"GO_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY",659,9.62288248852353e-08,8.91244373544594e-07,1,1,"Up",5.7749612245535
"GO_ALCOHOL_BIOSYNTHETIC_PROCESS",660,9.63665279389633e-08,8.91244373544594e-07,1,1,"Up",5.7749612245535
"GO_LATE_ENDOSOME_MEMBRANE",661,9.86864787391695e-08,9.11319616072452e-07,1,1,"Up",5.76572709758392
"GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY",662,1.01512053376025e-07,9.35996335056277e-07,1,1,"Up",5.75465117671729
"GO_HEART_DEVELOPMENT",663,1.04734481118601e-07,9.6425229675406e-07,1,1,"Up",5.74232184744292
"GO_TRANS_GOLGI_NETWORK",664,1.05825688051541e-07,9.7283132510031e-07,1,1,"Up",5.73864986709364
"GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING",665,1.12620606980819e-07,1.03373862407657e-06,1,1,"Up",5.71347563418674
"GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS",666,1.16809241621282e-07,1.07057599227673e-06,1,1,"Up",5.69896019879175
"GO_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION",667,1.18494077830744e-07,1.08438958182738e-06,1,1,"Up",5.6936454843554
"GO_REGULATION_OF_VACUOLE_ORGANIZATION",668,1.24945660737162e-07,1.14171903164616e-06,1,1,"Up",5.67228873067106
"GO_LAMELLIPODIUM",669,1.25419082199503e-07,1.14433195477693e-06,1,1,"Up",5.67134107910322
"GO_KINASE_REGULATOR_ACTIVITY",670,1.32443052093693e-07,1.20661550743269e-06,1,1,"Up",5.64937058286992
"GO_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS",671,1.34215352221763e-07,1.22093965717085e-06,1,1,"Up",5.64447828873085
"GO_MULTICELLULAR_ORGANISM_GROWTH",672,1.34703298402474e-07,1.22355496048914e-06,1,1,"Up",5.64359125339557
"GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",673,1.37424337317051e-07,1.24456699552415e-06,1,1,"Up",5.63653263394454
"GO_RAN_GTPASE_BINDING",674,1.37424337317051e-07,1.24456699552415e-06,1,1,"Up",5.63653263394454
"GO_REGULATION_OF_PROTEIN_IMPORT",675,1.3997261459202e-07,1.26576716958472e-06,1,1,"Up",5.62953057132823
"GO_AMINOGLYCAN_METABOLIC_PROCESS",676,1.46047937040389e-07,1.31680444268026e-06,1,1,"Up",5.61314357293787
"GO_COFACTOR_BIOSYNTHETIC_PROCESS",677,1.46047937040389e-07,1.31680444268026e-06,1,1,"Up",5.61314357293787
"GO_PROTEIN_PHOSPHATASE_BINDING",678,1.46994161502266e-07,1.32338106461627e-06,1,1,"Up",5.61107830164971
"GO_SNRNA_METABOLIC_PROCESS",679,1.5176226344704e-07,1.36429581160638e-06,1,1,"Up",5.59845583761717
"GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS",680,1.54076953333602e-07,1.38306723992398e-06,1,1,"Up",5.5927908912888
"GO_TRNA_PROCESSING",681,1.56743954304288e-07,1.40494140539409e-06,1,1,"Up",5.58628578999349
"GO_REGULATION_OF_HOMEOSTATIC_PROCESS",682,1.59422868567412e-07,1.42685804946552e-06,1,1,"Up",5.57986884956307
"GO_PROTEIN_AUTOPHOSPHORYLATION",683,1.60439100505766e-07,1.43385105342195e-06,1,1,"Up",5.57784210640161
"GO_PHOSPHATASE_BINDING",684,1.61256122091836e-07,1.43904586147451e-06,1,1,"Up",5.57634291283226
"GO_NCRNA_TRANSCRIPTION",685,1.63156689430403e-07,1.45388092304114e-06,1,1,"Up",5.57209120422138
"GO_METHYLTRANSFERASE_COMPLEX",686,1.65693382455919e-07,1.47433295409756e-06,1,1,"Up",5.56630027193845
"GO_PURINE_NTP_DEPENDENT_HELICASE_ACTIVITY",687,1.69992757240962e-07,1.5103868852967e-06,1,1,"Up",5.55628464929999
"GO_CELL_AGING",688,1.95003218074774e-07,1.73008669059364e-06,1,1,"Up",5.49998629150934
"GO_RIBOSOME_ASSEMBLY",689,2.02306873847347e-07,1.7922803453762e-06,1,1,"Up",5.4853455058025
"GO_CORE_PROMOTER_BINDING",690,2.04569031356573e-07,1.80969473536307e-06,1,1,"Up",5.48133703503188
"GO_EXTRINSIC_COMPONENT_OF_MEMBRANE",691,2.05566790629677e-07,1.81588956585173e-06,1,1,"Up",5.47992039465025
"GO_DEOXYRIBONUCLEASE_ACTIVITY",692,2.08754389725602e-07,1.83979472154535e-06,1,1,"Up",5.47449867745872
"GO_OXIDOREDUCTASE_ACTIVITY",693,2.08875776872695e-07,1.83979472154535e-06,1,1,"Up",5.47449867745872
"GO_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS",694,2.13517498391116e-07,1.87796946711725e-06,1,1,"Up",5.46598499690379
"GO_MEMBRANE_MICRODOMAIN",695,2.18857727865794e-07,1.92216916675224e-06,1,1,"Up",5.45634121815715
"GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE",696,2.3023757306465e-07,2.01920997986583e-06,1,1,"Up",5.43592375566557
"GO_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY",697,2.42086222399879e-07,2.12007790750195e-06,1,1,"Up",5.415715853659
"GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",698,2.44613610538908e-07,2.13914251966976e-06,1,1,"Up",5.41200470344127
"GO_RESPONSE_TO_OXYGEN_LEVELS",699,2.45492969474953e-07,2.14376120983564e-06,1,1,"Up",5.4111105985707
"GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS",700,2.55344791822293e-07,2.2266065846904e-06,1,1,"Up",5.39539213536859
"GO_CHAPERONE_BINDING",701,2.703246937949e-07,2.35386866037671e-06,1,1,"Up",5.37235077996672
"GO_MAINTENANCE_OF_LOCATION",702,2.77504373143907e-07,2.4129440080775e-06,1,1,"Up",5.36207515577839
"GO_PALATE_DEVELOPMENT",703,2.81841907177968e-07,2.43677478953869e-06,1,1,"Up",5.35800104346556
"GO_LIPOPROTEIN_BIOSYNTHETIC_PROCESS",704,2.81841907177968e-07,2.43677478953869e-06,1,1,"Up",5.35800104346556
"GO_EPHRIN_RECEPTOR_SIGNALING_PATHWAY",705,2.81841907177968e-07,2.43677478953869e-06,1,1,"Up",5.35800104346556
"GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST",706,2.81841907177968e-07,2.43677478953869e-06,1,1,"Up",5.35800104346556
"GO_PML_BODY",707,2.91043937394357e-07,2.51277538027603e-06,1,1,"Up",5.34526914553583
"GO_LARGE_RIBOSOMAL_SUBUNIT",708,2.91874104830239e-07,2.51638352525957e-06,1,1,"Up",5.34467431059429
"GO_CYTOPLASMIC_SIDE_OF_MEMBRANE",709,2.97490461599305e-07,2.56118727447413e-06,1,1,"Up",5.33735824792569
"GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION",710,3.12270785259774e-07,2.68087323941724e-06,1,1,"Up",5.3184250291734
"GO_REPLICATION_FORK",711,3.12270785259774e-07,2.68087323941724e-06,1,1,"Up",5.3184250291734
"GO_EMBRYONIC_ORGAN_DEVELOPMENT",712,3.15586242345009e-07,2.70553149336227e-06,1,1,"Up",5.31462948415489
"GO_REGULATION_OF_MITOPHAGY",713,3.36071291193836e-07,2.87710962334807e-06,1,1,"Up",5.28913966259116
"GO_REGULATION_OF_NEURON_APOPTOTIC_PROCESS",714,3.43122318528405e-07,2.93335942898794e-06,1,1,"Up",5.28111307080148
"GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY",715,3.44973928996308e-07,2.94506414348737e-06,1,1,"Up",5.27946221820209
"GO_RIBONUCLEOPROTEIN_GRANULE",716,3.52592976132963e-07,3.00590436636258e-06,1,1,"Up",5.27098553307721
"GO_CELLULAR_RESPONSE_TO_UV",717,3.61956641984607e-07,3.08142725617021e-06,1,1,"Up",5.26069869989446
"GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS",718,3.69350933267446e-07,3.13999734911489e-06,1,1,"Up",5.25289309297963
"GO_SYNAPSE_PART",719,3.71674814910449e-07,3.15535892936493e-06,1,1,"Up",5.25086996098776
"GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT",720,3.76538052698036e-07,3.19220593565113e-06,1,1,"Up",5.24605705127893
"GO_ACTIN_FILAMENT_BINDING",721,3.84724313746292e-07,3.25257231455314e-06,1,1,"Up",5.23829086822125
"GO_RAB_GTPASE_BINDING",722,3.84724313746292e-07,3.25257231455314e-06,1,1,"Up",5.23829086822125
"GO_MORPHOGENESIS_OF_AN_EPITHELIUM",723,3.90573877140224e-07,3.29745912318662e-06,1,1,"Up",5.23260901620401
"GO_PROTEIN_TRANSMEMBRANE_TRANSPORT",724,3.9471569774509e-07,3.32782405944203e-06,1,1,"Up",5.22880905866372
"GO_POSTSYNAPSE",725,4.0044837096777e-07,3.3714991122583e-06,1,1,"Up",5.22340380053587
"GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS",726,4.18798151549367e-07,3.5211348719798e-06,1,1,"Up",5.20540157521144
