"","Rank","p.value","p.adj","avg.logfc","avg.logfc.dir","direction","significance"
"GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL",206,4.01148699852129e-13,1.0928381085292e-11,1,1,"Up",12.6934227004326
"GO_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY",207,4.07255220011745e-13,1.10411415203184e-11,1,1,"Up",12.6882601392705
"GO_RNA_3_END_PROCESSING",208,4.51592461272865e-13,1.21260138404943e-11,1,1,"Up",12.6411245498012
"GO_PURINE_NTP_DEPENDENT_HELICASE_ACTIVITY",209,4.51592461272865e-13,1.21260138404943e-11,1,1,"Up",12.6411245498012
"GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK",210,4.82640352910826e-13,1.28979888596931e-11,1,1,"Up",12.6100854176886
"GO_GOLGI_MEMBRANE",211,4.88435038254025e-13,1.29909831027563e-11,1,1,"Up",12.6064724140419
"GO_RRNA_METABOLIC_PROCESS",212,6.53761554999777e-13,1.73021995899786e-11,1,1,"Up",12.4623477462592
"GO_DNA_GEOMETRIC_CHANGE",213,6.56694318008810e-13,1.73021995899786e-11,1,1,"Up",12.4623477462592
"GO_TRANSCRIPTION_FACTOR_ACTIVITY_PROTEIN_BINDING",214,8.55296786824055e-13,2.24295587273673e-11,1,1,"Up",12.3318179437573
"GO_REGULATION_OF_MRNA_METABOLIC_PROCESS",215,9.01344886660113e-13,2.35271976927282e-11,1,1,"Up",12.3077899216879
"GO_REGULATION_OF_PROTEIN_UBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",216,1.18836076648596e-12,3.08753732477742e-11,1,1,"Up",12.1710965110933
"GO_PROTEIN_UBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",217,1.46784517800135e-12,3.79610467232422e-11,1,1,"Up",12.0671932705608
"GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS",218,1.48033858267423e-12,3.81085326879255e-11,1,1,"Up",12.0652431318837
"GO_RAN_GTPASE_BINDING",219,1.94916459956924e-12,4.99484554008338e-11,1,1,"Up",11.9291775682699
"GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",220,2.01714912715161e-12,5.14556404617037e-11,1,1,"Up",11.9142266337098
"GO_MICROTUBULE_BASED_MOVEMENT",221,2.21507169297954e-12,5.62487888733084e-11,1,1,"Up",11.869434728155
"GO_MITOCHONDRIAL_ENVELOPE",222,2.26629672138578e-12,5.72903477496262e-11,1,1,"Up",11.8602074057888
"GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS",223,2.41458647743012e-12,6.07652883916494e-11,1,1,"Up",11.8305924280605
"GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",224,2.65306707385692e-12,6.64688054396652e-11,1,1,"Up",11.7854738225354
"GO_MRNA_3_END_PROCESSING",225,2.77123752786183e-12,6.91208222504916e-11,1,1,"Up",11.7657981100244
"GO_DNA_HELICASE_ACTIVITY",226,2.91808081202096e-12,7.24613695445204e-11,1,1,"Up",11.7420617086962
"GO_PROTEASOME_COMPLEX",227,3.02421892873705e-12,7.47661525465742e-11,1,1,"Up",11.7263145648888
"GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS",228,3.22945977321751e-12,7.94900361723539e-11,1,1,"Up",11.6955027213925
"GO_NUCLEAR_ENVELOPE_ORGANIZATION",229,3.38735958054645e-12,8.30124976682387e-11,1,1,"Up",11.6736965498398
"GO_NUCLEAR_MEMBRANE",230,3.42526997563823e-12,8.35765874055728e-11,1,1,"Up",11.6702906757492
"GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT",231,5.35912652756072e-12,1.30196615033207e-10,1,1,"Up",11.447357001684
"GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION",232,5.79846807565319e-12,1.402629432783e-10,1,1,"Up",11.4099033051686
"GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER",233,6.45202338225671e-12,1.55402382923711e-10,1,1,"Up",11.3583549667035
"GO_NUCLEUS_ORGANIZATION",234,7.0320671279839e-12,1.68649404795922e-10,1,1,"Up",11.3172143118868
"GO_REGULATION_OF_PROTEIN_LOCALIZATION",235,8.75347573368932e-12,2.09040450287083e-10,1,1,"Up",11.2092354019298
"GO_PROTEIN_DOMAIN_SPECIFIC_BINDING",236,9.2672333298203e-12,2.203716671481e-10,1,1,"Up",11.1826876126809
"GO_RIBONUCLEOPROTEIN_COMPLEX_BINDING",237,9.35588794722372e-12,2.21541110378985e-10,1,1,"Up",11.1800258528141
"GO_NUCLEAR_PORE",238,9.45019758802267e-12,2.22834070857072e-10,1,1,"Up",11.1770992623458
"GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING",239,9.87109026459758e-12,2.31784763869965e-10,1,1,"Up",11.1572935423065
"GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",240,1.29901489568625e-11,3.03752983107967e-10,1,1,"Up",11.0213022860897
"GO_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",241,1.56399738450491e-11,3.64197233271433e-10,1,1,"Up",10.9300327474717
"GO_NITROGEN_COMPOUND_TRANSPORT",242,1.58912137575083e-11,3.68518560360069e-10,1,1,"Up",10.9241006005862
"GO_ENDOPLASMIC_RETICULUM_PART",243,1.88543776840686e-11,4.35435257460876e-10,1,1,"Up",10.8401865625716
"GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION",244,2.01518945471294e-11,4.63493574583975e-10,1,1,"Up",10.8087812818219
"GO_PROTEIN_LOCALIZATION_TO_NUCLEUS",245,2.11778547041722e-11,4.85102533060467e-10,1,1,"Up",10.7858645380424
"GO_REGULATION_OF_NUCLEAR_DIVISION",246,2.1756674036217e-11,4.96335181671748e-10,1,1,"Up",10.7743521964519
"GO_NUCLEOTIDE_EXCISION_REPAIR",247,2.51238614420027e-11,5.70830406528418e-10,1,1,"Up",10.7040241062331
"GO_REGULATION_OF_CHROMOSOME_SEGREGATION",248,2.7724293915697e-11,6.27373941350370e-10,1,1,"Up",10.6565234042274
"GO_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX",249,4.4018569717624e-11,9.92097241989179e-10,1,1,"Up",10.4260479732728
"GO_NUCLEAR_PERIPHERY",250,4.53622725072053e-11,1.01829229324175e-09,1,1,"Up",10.412941408127
"GO_ORGANELLE_SUBCOMPARTMENT",251,5.26733062843698e-11,1.17769958114695e-09,1,1,"Up",10.3397993329831
"GO_ATP_DEPENDENT_DNA_HELICASE_ACTIVITY",252,5.40678567483251e-11,1.20408258758572e-09,1,1,"Up",10.3286572784203
"GO_WNT_SIGNALING_PATHWAY",253,6.05190335455838e-11,1.3424221986475e-09,1,1,"Up",10.2739613360031
"GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS",254,6.94559967759985e-11,1.53459470042088e-09,1,1,"Up",10.2066758722674
"GO_MITOTIC_SPINDLE_ORGANIZATION",255,7.3504766216487e-11,1.61692586580101e-09,1,1,"Up",10.1803932787381
"GO_CATALYTIC_STEP_2_SPLICEOSOME",256,7.3758556957423e-11,1.61692586580101e-09,1,1,"Up",10.1803932787381
"GO_DNA_BIOSYNTHETIC_PROCESS",257,7.50856549124303e-11,1.63961360065587e-09,1,1,"Up",10.173385714426
"GO_NUCLEASE_ACTIVITY",258,8.78232843398069e-11,1.91032663455425e-09,1,1,"Up",10.0965333230333
"GO_CYTOPLASMIC_REGION",259,1.0574238049944e-10,2.29064535282933e-09,1,1,"Up",10.0052242572273
"GO_RIBONUCLEOPROTEIN_GRANULE",260,1.0612398284669e-10,2.29064535282933e-09,1,1,"Up",10.0052242572273
"GO_LAMELLIPODIUM",261,1.22145390726299e-10,2.62635989561683e-09,1,1,"Up",9.93644286450996
"GO_REGULATION_OF_TELOMERE_MAINTENANCE",262,1.22734174394959e-10,2.62894727749814e-09,1,1,"Up",9.93594765641484
"GO_CENTROSOME_CYCLE",263,1.34288284213621e-10,2.8654975323454e-09,1,1,"Up",9.89261718442152
"GO_CELL_DEATH",264,1.42675491187273e-10,3.03293506266278e-09,1,1,"Up",9.86405718753236
"GO_CELL_JUNCTION",265,1.49347906464712e-10,3.16279415501873e-09,1,1,"Up",9.84297242011314
"GO_MICROTUBULE_ORGANIZING_CENTER_PART",266,1.72535974867851e-10,3.64011989082098e-09,1,1,"Up",9.77228219593893
"GO_MITOCHONDRION_ORGANIZATION",267,1.79946474833088e-10,3.78224575566775e-09,1,1,"Up",9.75301985185541
"GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",268,1.87754817604967e-10,3.93164192686222e-09,1,1,"Up",9.73353730461757
"GO_REPLICATION_FORK",269,1.91799935641869e-10,4.00141724469208e-09,1,1,"Up",9.72469027252432
"GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION",270,2.12224619204683e-10,4.41112801102475e-09,1,1,"Up",9.67566511923664
"GO_CELLULAR_COMPONENT_DISASSEMBLY",271,2.24716946375677e-10,4.65354798177232e-09,1,1,"Up",9.64875937858672
"GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL",272,2.33496993022187e-10,4.80439568094577e-09,1,1,"Up",9.63271569565572
"GO_VACUOLAR_PART",273,2.33713474857127e-10,4.80439568094577e-09,1,1,"Up",9.63271569565572
"GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS",274,2.35687301716676e-10,4.82728882202185e-09,1,1,"Up",9.63032497283298
"GO_CELL_PROJECTION_ORGANIZATION",275,2.54286693310899e-10,5.18929790131187e-09,1,1,"Up",9.59395741188909
"GO_VACUOLE",276,2.76937137890465e-10,5.63105513710613e-09,1,1,"Up",9.55286998130157
"GO_CHROMATIN_REMODELING",277,2.83545198251245e-10,5.74460524399273e-09,1,1,"Up",9.54282959025843
"GO_ZINC_ION_BINDING",278,3.20623545894963e-10,6.47244366749112e-09,1,1,"Up",9.4828354907599
"GO_MITOTIC_RECOMBINATION",279,3.35588717083726e-10,6.750264803849e-09,1,1,"Up",9.46169894307529
"GO_TUBULIN_BINDING",280,3.46755138341451e-10,6.94996370132936e-09,1,1,"Up",9.44703658265992
"GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",281,3.87934929465743e-10,7.74765417851156e-09,1,1,"Up",9.392392933471
"GO_TRNA_METABOLIC_PROCESS",282,3.96820153797655e-10,7.89700249330653e-09,1,1,"Up",9.38279068905639
"GO_MRNA_BINDING",283,4.52564765680669e-10,8.97453521201383e-09,1,1,"Up",9.31846379064623
"GO_ORGANOPHOSPHATE_METABOLIC_PROCESS",284,4.67788966107468e-10,9.24377351336306e-09,1,1,"Up",9.3035980799052
"GO_MITOCHONDRIAL_MATRIX",285,5.1652954308156e-10,1.01711010378025e-08,1,1,"Up",9.25551919070173
"GO_RNA_POLYMERASE_COMPLEX",286,5.51565936821155e-10,1.08230350959452e-08,1,1,"Up",9.22427490580912
"GO_REGULATION_OF_TRANSLATIONAL_INITIATION",287,5.56645068444368e-10,1.08846415474209e-08,1,1,"Up",9.22142034505981
"GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE",288,5.73407731005803e-10,1.11734867583492e-08,1,1,"Up",9.20824850007146
"GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION",289,5.88350613886602e-10,1.14249953118741e-08,1,1,"Up",9.19705369086301
"GO_REGULATION_OF_PROTEOLYSIS",290,5.9947662722991e-10,1.16009063172905e-08,1,1,"Up",9.18936928864459
"GO_G1_DNA_DAMAGE_CHECKPOINT",291,6.16328551071092e-10,1.18860337752954e-08,1,1,"Up",9.17715806425551
"GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING",292,6.18844245188561e-10,1.18936777534185e-08,1,1,"Up",9.17683474010744
"GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY",293,7.65743009637758e-10,1.46667227648024e-08,1,1,"Up",9.07143656801406
"GO_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT",294,8.81669210657107e-10,1.68296857490057e-08,1,1,"Up",9.00225387876895
"GO_ENDOSOME",295,9.37338593040781e-10,1.78316752004911e-08,1,1,"Up",8.97316922946705
"GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE",296,9.79402356673081e-10,1.85689392758423e-08,1,1,"Up",8.95279416326149
"GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",297,1.01099180814958e-09,1.91033199573583e-08,1,1,"Up",8.93852549344761
"GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY",298,1.02015263106508e-09,1.92117334414002e-08,1,1,"Up",8.93567945804112
"GO_SMALL_MOLECULE_METABOLIC_PROCESS",299,1.06592539279497e-09,2.00065996801517e-08,1,1,"Up",8.91529075170932
"GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION",300,1.32672868767731e-09,2.48186713174836e-08,1,1,"Up",8.80689527686296
"GO_PROTEIN_IMPORT",301,1.33415937249411e-09,2.48747587987939e-08,1,1,"Up",8.8057600244845
"GO_NUCLEAR_TRANSCRIPTION_FACTOR_COMPLEX",302,1.36240720244003e-09,2.53173152983227e-08,1,1,"Up",8.79689111731389
"GO_GOLGI_ORGANIZATION",303,1.38122792934467e-09,2.55823469949911e-08,1,1,"Up",8.79165376108503
"GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY",304,1.40034173965231e-09,2.58510455359499e-08,1,1,"Up",8.78639904372238
"GO_REGULATION_OF_RNA_SPLICING",305,1.47043191888293e-09,2.7055947307446e-08,1,1,"Up",8.76348831313496
"GO_VACUOLAR_MEMBRANE",306,1.58856923981834e-09,2.91341522021586e-08,1,1,"Up",8.72627040341054
"GO_UBIQUITIN_LIKE_PROTEIN_BINDING",307,1.83027937165978e-09,3.3457745386823e-08,1,1,"Up",8.656680833216
"GO_CELL_CYCLE_G1_S_PHASE_TRANSITION",308,1.9510133620023e-09,3.54339384710579e-08,1,1,"Up",8.6278201231412
"GO_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",309,1.9510133620023e-09,3.54339384710579e-08,1,1,"Up",8.6278201231412
"GO_DOUBLE_STRAND_BREAK_REPAIR",310,2.2575286114497e-09,4.0868550217599e-08,1,1,"Up",8.5560586912282
"GO_PROTEIN_C_TERMINUS_BINDING",311,2.26832295779599e-09,4.09319242416433e-08,1,1,"Up",8.55527943403132
"GO_NUCLEAR_IMPORT",312,2.65305349216937e-09,4.75684862557653e-08,1,1,"Up",8.47971121269441
"GO_NUCLEOTIDYLTRANSFERASE_ACTIVITY",313,2.65305349216937e-09,4.75684862557653e-08,1,1,"Up",8.47971121269441
"GO_MACROMOLECULE_DEACYLATION",314,2.91355429884703e-09,5.19075134131096e-08,1,1,"Up",8.43581015468285
"GO_REGULATION_OF_SISTER_CHROMATID_SEGREGATION",315,2.91355429884703e-09,5.19075134131096e-08,1,1,"Up",8.43581015468285
"GO_PROTEIN_TRANSPORTER_ACTIVITY",316,3.2327023082349e-09,5.74111561829565e-08,1,1,"Up",8.38512876680506
"GO_DNA_DIRECTED_RNA_POLYMERASE_II_HOLOENZYME",317,3.63101349020069e-09,6.42815385079063e-08,1,1,"Up",8.32828226703452
"GO_HISTONE_BINDING",318,3.93978792199975e-09,6.9528584334159e-08,1,1,"Up",8.28882073842236
"GO_PEPTIDYL_SERINE_MODIFICATION",319,4.0454708786248e-09,7.1169851319255e-08,1,1,"Up",8.27708703955641
"GO_PROTEIN_N_TERMINUS_BINDING",320,4.17453185122035e-09,7.32108523407769e-08,1,1,"Up",8.26286741031803
"GO_DNA_CONFORMATION_CHANGE",321,4.22391592208798e-09,7.38461562453513e-08,1,1,"Up",8.25852207022773
"GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY",322,4.42930779539727e-09,7.71965072912096e-08,1,1,"Up",8.23620756846665
"GO_ACETYLTRANSFERASE_COMPLEX",323,4.73593964515964e-09,8.22851185406685e-08,1,1,"Up",8.2041034064569
"GO_SINGLE_STRANDED_RNA_BINDING",324,4.78550746612515e-09,8.28897157404147e-08,1,1,"Up",8.20042169741059
"GO_DNA_REPAIR_COMPLEX",325,4.93981458461443e-09,8.52991983041728e-08,1,1,"Up",8.18601111914744
"GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC",326,4.99284801583069e-09,8.59505001989014e-08,1,1,"Up",8.18218569237098
"GO_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS",327,5.0574161952808e-09,8.67112241411223e-08,1,1,"Up",8.17775410725832
"GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS",328,5.06794039883965e-09,8.67112241411223e-08,1,1,"Up",8.17775410725832
"GO_TRANS_GOLGI_NETWORK",329,5.24726974280308e-09,8.95066194425863e-08,1,1,"Up",8.16179696726774
"GO_ESTABLISHMENT_OF_LOCALIZATION_BY_MOVEMENT_ALONG_MICROTUBULE",330,5.351476593287e-09,9.10075352773534e-08,1,1,"Up",8.15343361558872
"GO_RESPONSE_TO_RADIATION",331,5.69765937036414e-09,9.660200720992e-08,1,1,"Up",8.12343106162605
"GO_CELLULAR_LIPID_METABOLIC_PROCESS",332,6.00965572278131e-09,1.01584903362195e-07,1,1,"Up",8.09813670259458
"GO_PROTEIN_TARGETING_TO_MEMBRANE",333,6.7682793650629e-09,1.13723304780638e-07,1,1,"Up",8.04137088064408
"GO_GENE_SILENCING_BY_RNA",334,6.74851646839323e-09,1.13723304780638e-07,1,1,"Up",8.04137088064408
"GO_CELL_PROJECTION",335,6.9418091532026e-09,1.16290844679919e-07,1,1,"Up",8.03014278868542
"GO_VACUOLAR_TRANSPORT",336,7.24482847425493e-09,1.21005885111663e-07,1,1,"Up",8.01015447733441
"GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY",337,7.38863603106115e-09,1.23041618416365e-07,1,1,"Up",8.00176409291874
"GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS",338,7.50235017929551e-09,1.24565648539072e-07,1,1,"Up",7.99557309123243
"GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",339,8.15184076772213e-09,1.3495023713409e-07,1,1,"Up",7.95530300282322
"GO_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",340,8.88740476110095e-09,1.46694457409702e-07,1,1,"Up",7.91333678877088
"GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER",341,9.1490568527032e-09,1.50570401927772e-07,1,1,"Up",7.90022131856427
"GO_SPINDLE_POLE",342,9.6033111970595e-09,1.5758415917514e-07,1,1,"Up",7.87732411661217
"GO_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT",343,1.08327544541664e-08,1.77240285704903e-07,1,1,"Up",7.81820802486379
"GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT",344,1.11417525209619e-08,1.81766032405925e-07,1,1,"Up",7.80552752327846
"GO_PROTEIN_KINASE_COMPLEX",345,1.11937081811036e-08,1.82084319745951e-07,1,1,"Up",7.80464764631088
"GO_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY",346,1.22507237165706e-08,1.98702489876863e-07,1,1,"Up",7.76072358143811
"GO_SPINDLE_ASSEMBLY",347,1.23742409442169e-08,2.00127493311081e-07,1,1,"Up",7.75712977044939
"GO_DOUBLE_STRANDED_RNA_BINDING",348,1.35023340957092e-08,2.17744537198621e-07,1,1,"Up",7.71469982179045
"GO_MITOTIC_SPINDLE",349,1.36738666030051e-08,2.19878909387005e-07,1,1,"Up",7.7097941522671
"GO_HISTONE_DEACETYLASE_COMPLEX",350,1.38065735621152e-08,2.21378545230259e-07,1,1,"Up",7.70637576940801
"GO_MACROMOLECULAR_COMPLEX_DISASSEMBLY",351,1.42973406878778e-08,2.28594518348633e-07,1,1,"Up",7.69024441263762
"GO_EXONUCLEASE_ACTIVITY",352,1.52677051551774e-08,2.43415799235385e-07,1,1,"Up",7.6586505798115
"GO_CELLULAR_PROTEIN_COMPLEX_ASSEMBLY",353,1.7018787752153e-08,2.70564976954909e-07,1,1,"Up",7.60547166443507
"GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",354,1.95598535652534e-08,3.1008445821526e-07,1,1,"Up",7.53690793358028
"GO_REGULATION_OF_DNA_REPLICATION",355,2.01832687301259e-08,3.19066208770328e-07,1,1,"Up",7.52254771310363
"GO_MEMBRANE_DISASSEMBLY",356,2.05451710942883e-08,3.22967787622258e-07,1,1,"Up",7.51643529599001
"GO_NUCLEAR_ENVELOPE_DISASSEMBLY",357,2.05451710942883e-08,3.22967787622258e-07,1,1,"Up",7.51643529599001
"GO_MULTI_ORGANISM_TRANSPORT",358,2.07646362102517e-08,3.2459927134243e-07,1,1,"Up",7.51390119342631
"GO_MULTI_ORGANISM_LOCALIZATION",359,2.07646362102517e-08,3.2459927134243e-07,1,1,"Up",7.51390119342631
"GO_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",360,2.13230984662301e-08,3.32403412756898e-07,1,1,"Up",7.5019529603177
"GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",361,2.14280688087654e-08,3.33114465802746e-07,1,1,"Up",7.50087830866022
"GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_COMPLEX",362,2.33465005537199e-08,3.61935251678111e-07,1,1,"Up",7.45914677773789
"GO_REGULATION_OF_CELL_MORPHOGENESIS",363,2.39682571687772e-08,3.70550576394428e-07,1,1,"Up",7.44731587931482
"GO_MITOTIC_SISTER_CHROMATID_SEGREGATION",364,2.42212279742588e-08,3.73432778548188e-07,1,1,"Up",7.4434192538424
"GO_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS",365,2.68541415729232e-08,4.12891623307521e-07,1,1,"Up",7.39290280336537
"GO_ESTABLISHMENT_OF_CELL_POLARITY",366,2.73948853105551e-08,4.18910344312903e-07,1,1,"Up",7.38562471839008
"GO_NCRNA_TRANSCRIPTION",367,2.73948853105551e-08,4.18910344312903e-07,1,1,"Up",7.38562471839008
"GO_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT",368,2.94275997403974e-08,4.4877089604106e-07,1,1,"Up",7.35099615842427
"GO_MEIOTIC_CELL_CYCLE",369,2.98449385696522e-08,4.53901884154169e-07,1,1,"Up",7.3452787316281
"GO_REGULATION_OF_GTPASE_ACTIVITY",370,3.13651079725686e-08,4.75732394437986e-07,1,1,"Up",7.32165454413262
"GO_IDENTICAL_PROTEIN_BINDING",371,3.34481044293427e-08,5.05958927378628e-07,1,1,"Up",7.29067493341304
"GO_TRNA_TRANSPORT",372,3.38867336685426e-08,5.11215992870594e-07,1,1,"Up",7.28547644734712
"GO_CORE_PROMOTER_BINDING",373,3.49792985842926e-08,5.26283709530965e-07,1,1,"Up",7.27086762276554
"GO_SINGLE_STRANDED_DNA_BINDING",374,3.51759546840421e-08,5.27827426970171e-07,1,1,"Up",7.26939460836491
"GO_PERINUCLEAR_REGION_OF_CYTOPLASM",375,3.55148365396498e-08,5.31491367094705e-07,1,1,"Up",7.2659156542903
"GO_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT",376,3.65512089801597e-08,5.4554623616132e-07,1,1,"Up",7.25278924731361
"GO_REGULATION_OF_CELL_DIVISION",377,3.67524617906243e-08,5.45647660235406e-07,1,1,"Up",7.25269575747754
"GO_DAMAGED_DNA_BINDING",378,3.6712945379588e-08,5.45647660235406e-07,1,1,"Up",7.25269575747754
"GO_DNA_DEPENDENT_DNA_REPLICATION",379,3.8278865447116e-08,5.66810007623258e-07,1,1,"Up",7.23355945557248
"GO_RECOMBINATIONAL_REPAIR",380,3.84390009709566e-08,5.67683351181601e-07,1,1,"Up",7.23278515688589
"GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE",381,4.39198541393191e-08,6.46924465695168e-07,1,1,"Up",7.16707128236051
"GO_REGULATION_OF_AUTOPHAGY",382,4.43635819965901e-08,6.51749796243098e-07,1,1,"Up",7.16333401551991
"GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR",383,4.66733725819655e-08,6.83892864046972e-07,1,1,"Up",7.13912338064498
"GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS",384,5.02110331903948e-08,7.33813328813791e-07,1,1,"Up",7.10369125179239
"GO_NEUROGENESIS",385,5.25738632785625e-08,7.66349404465695e-07,1,1,"Up",7.08187298845909
"GO_TRNA_PROCESSING",386,5.60023529587901e-08,8.14210375141787e-07,1,1,"Up",7.05140606208897
"GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",387,5.95261484554043e-08,8.6320605977191e-07,1,1,"Up",7.02201835081464
"GO_REGULATION_OF_INTRACELLULAR_TRANSPORT",388,6.09605302072726e-08,8.81728081245397e-07,1,1,"Up",7.01134130936831
"GO_ACTIN_FILAMENT_BASED_PROCESS",389,6.15766864429605e-08,8.88350550945744e-07,1,1,"Up",7.00757813172209
"GO_PROTEIN_AUTOPHOSPHORYLATION",390,6.30362584568109e-08,9.07075596050315e-07,1,1,"Up",6.99708762787893
"GO_VESICLE_TARGETING",391,6.40170689113688e-08,9.1883322437494e-07,1,1,"Up",6.99061065740873
"GO_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS",392,6.97979776749957e-08,9.99250639571623e-07,1,1,"Up",6.94841551563618
"GO_MEIOTIC_CELL_CYCLE_PROCESS",393,7.15996278059191e-08,1.0224353975746e-06,1,1,"Up",6.93688010208297
"GO_TRANSCRIPTION_COACTIVATOR_ACTIVITY",394,7.31926455669668e-08,1.04253077898939e-06,1,1,"Up",6.9270914634741
"GO_CYTOKINESIS",395,7.50871962647772e-08,1.06411450868164e-06,1,1,"Up",6.9167858097118
"GO_ENDOSOMAL_PART",396,7.49579394200036e-08,1.06411450868164e-06,1,1,"Up",6.9167858097118
"GO_CELL_PROLIFERATION",397,7.73256824436144e-08,1.09307740522308e-06,1,1,"Up",6.90328049899624
"GO_MICROTUBULE_BINDING",398,8.40591432051808e-08,1.18527615996853e-06,1,1,"Up",6.86255499726997
"GO_FC_RECEPTOR_SIGNALING_PATHWAY",399,8.62264251807336e-08,1.20975674528569e-06,1,1,"Up",6.85227363382952
"GO_REGULATION_OF_ORGANELLE_ASSEMBLY",400,8.61296589896457e-08,1.20975674528569e-06,1,1,"Up",6.85227363382952
"GO_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY",401,8.78769850971234e-08,1.22983950215725e-06,1,1,"Up",6.84399344086725
"GO_NUCLEAR_MATRIX",402,8.8510526128773e-08,1.23562455879272e-06,1,1,"Up",6.84163331584527
"GO_HISTONE_DEACETYLASE_BINDING",403,9.07452737654616e-08,1.26367860141879e-06,1,1,"Up",6.8303426376799
"GO_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY",404,9.29614865185341e-08,1.29133629292578e-06,1,1,"Up",6.81945422106649
"GO_RIBOSOME",405,9.40354917903758e-08,1.30303007389528e-06,1,1,"Up",6.81492053061796
