"","Rank","p.value","p.adj","avg.logfc","avg.logfc.dir","direction","significance"
"GO_TRANS_GOLGI_NETWORK",212,6.47982863730635e-05,0.00129871659810918,1,1,"Up",18.1784409127692
"GO_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION",213,6.52890496688367e-05,0.00130240925841731,1,1,"Up",18.1706752267533
"GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER",214,6.69523169701277e-05,0.00132934763928071,1,1,"Up",18.1146811058859
"GO_RHO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY",215,6.74642396806442e-05,0.00133328164838631,1,1,"Up",18.1065989631639
"GO_CELL_DEVELOPMENT",216,7.2508602428362e-05,0.00142467960622276,1,1,"Up",17.9252525639417
"GO_VESICLE_COAT",217,7.30948821267504e-05,0.00142467960622276,1,1,"Up",17.9252525639417
"GO_NUCLEOSOME_BINDING",218,7.30948821267504e-05,0.00142467960622276,1,1,"Up",17.9252525639417
"GO_HISTONE_DEACETYLASE_COMPLEX",219,7.74848558122663e-05,0.00150334772760877,1,1,"Up",17.7782483693084
"GO_SPINDLE_LOCALIZATION",220,7.89906266029405e-05,0.00152559623834497,1,1,"Up",17.7380675247906
"GO_CHROMOSOME_SEGREGATION",221,8.20413914955432e-05,0.00157734783920617,1,1,"Up",17.646826184474
"GO_NEURON_PROJECTION_DEVELOPMENT",222,8.28871179117646e-05,0.00158642956759949,1,1,"Up",17.6311238101871
"GO_REGULATION_OF_INTRACELLULAR_TRANSPORT",223,8.32732811250882e-05,0.00158667341480045,1,1,"Up",17.6307034368604
"GO_SPINDLE_ASSEMBLY",224,8.67162690211964e-05,0.00164489922799582,1,1,"Up",17.5321322044938
"GO_PROTEIN_TETRAMERIZATION",225,8.93081200109466e-05,0.0016865342307845,1,1,"Up",17.463764403616
"GO_ESTABLISHMENT_OF_LOCALIZATION_BY_MOVEMENT_ALONG_MICROTUBULE",226,9.18211600932462e-05,0.00172631906741683,1,1,"Up",17.3999937048694
"GO_EXCITATORY_SYNAPSE",227,9.24523014595996e-05,0.00173052788062484,1,1,"Up",17.3933335970802
"GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT",228,9.41730439572366e-05,0.00175500554286973,1,1,"Up",17.3549178424216
"GO_NEURON_PROJECTION_MORPHOGENESIS",229,9.70585981862038e-05,0.00180088202486105,1,1,"Up",17.2843401057036
"GO_HISTONE_BINDING",230,0.000101809807035984,0.00188082552215608,1,1,"Up",17.165543599756
"GO_RIBONUCLEOPROTEIN_COMPLEX_LOCALIZATION",231,0.000105987927544742,0.00194953551574722,1,1,"Up",17.0674076049627
"GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION",232,0.000106490907203862,0.00195034424443625,1,1,"Up",17.0662732390127
"GO_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT",233,0.000107668668128306,0.00196345137715524,1,1,"Up",17.0479537767798
"GO_NUCLEAR_TRANSCRIPTION_FACTOR_COMPLEX",234,0.000109428731411621,0.00198701999900846,1,1,"Up",17.0153181494619
"GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",235,0.000111591609242483,0.00201767126668643,1,1,"Up",16.9734494545007
"GO_DNA_GEOMETRIC_CHANGE",236,0.000123308159468832,0.00221070198136316,1,1,"Up",16.7235550026735
"GO_REGULATION_OF_CELL_SHAPE",237,0.000123167735684807,0.00221070198136316,1,1,"Up",16.7235550026735
"GO_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT",238,0.000124046088435013,0.00221458752000156,1,1,"Up",16.7187520180145
"GO_OUTER_MEMBRANE",239,0.000126884660838648,0.00225578629248292,1,1,"Up",16.6683376560473
"GO_ESTABLISHMENT_OF_MITOTIC_SPINDLE_ORIENTATION",240,0.000133208165691795,0.0023485539254126,1,1,"Up",16.5581103006836
"GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND",241,0.000133042593859929,0.0023485539254126,1,1,"Up",16.5581103006836
"GO_MITOCHONDRION_ORGANIZATION",242,0.000137010176968402,0.00240560430553198,1,1,"Up",16.4924644468583
"GO_FATTY_ACID_CATABOLIC_PROCESS",243,0.000139356625636204,0.00243673375443716,1,1,"Up",16.4572983755331
"GO_NEGATIVE_REGULATION_OF_CELL_CYCLE",244,0.000143478394596404,0.00249852335508247,1,1,"Up",16.3888079534862
"GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",245,0.000145795247915536,0.00252850615670658,1,1,"Up",16.3561816802023
"GO_REGULATION_OF_GTPASE_ACTIVITY",246,0.000154483428063741,0.00266829303188145,1,1,"Up",16.2090057531316
"GO_CHROMATIN_BINDING",247,0.000159853568772309,0.00274986969114793,1,1,"Up",16.1266397039309
"GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY",248,0.000163546144991111,0.0028020466534969,1,1,"Up",16.0752293956894
"GO_MRNA_METABOLIC_PROCESS",249,0.000166861257536738,0.00284436004167834,1,1,"Up",16.0342358655131
"GO_UBIQUITIN_LIKE_PROTEIN_BINDING",250,0.0001673546741397,0.00284436004167834,1,1,"Up",16.0342358655131
"GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS",251,0.000179562848821939,0.00303969141292596,1,1,"Up",15.8525769610162
"GO_CYTOKINESIS",252,0.00018826581680644,0.00316182393521961,1,1,"Up",15.7448334301863
"GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDES",253,0.00018826581680644,0.00316182393521961,1,1,"Up",15.7448334301863
"GO_CYTOSOLIC_RIBOSOME",254,0.000204630214199767,0.00342312511864099,1,1,"Up",15.5276540411583
"GO_PROTEOLYSIS",255,0.000212741355312386,0.00354485497538169,1,1,"Up",15.4320808822817
"GO_REGULATION_OF_CHROMOSOME_SEGREGATION",256,0.000215670444533294,0.00356569540397652,1,1,"Up",15.4160481989304
"GO_SINGLE_ORGANISM_CATABOLIC_PROCESS",257,0.000215280008051948,0.00356569540397652,1,1,"Up",15.4160481989304
"GO_DNA_REPAIR",258,0.000220430588892769,0.00360800465761374,1,1,"Up",15.3837856461119
"GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY",259,0.000219555864380719,0.00360800465761374,1,1,"Up",15.3837856461119
"GO_AUTOPHAGOSOME_MEMBRANE",260,0.000220776938333625,0.00360800465761374,1,1,"Up",15.3837856461119
"GO_DEVELOPMENTAL_GROWTH",261,0.000222701514498116,0.00362551239502872,1,1,"Up",15.3705458009524
"GO_LYTIC_VACUOLE_MEMBRANE",262,0.000224793723583078,0.00364560508207824,1,1,"Up",15.3554297096207
"GO_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT",263,0.000227597590699362,0.00367704244441669,1,1,"Up",15.3319451629027
"GO_PROTEIN_HOMOTETRAMERIZATION",264,0.000231431855678088,0.00372482558627347,1,1,"Up",15.2966316484872
"GO_REGULATION_OF_TRANSPORT",265,0.000237173715362316,0.00380283440216785,1,1,"Up",15.2399423893071
"GO_TRNA_METABOLIC_PROCESS",266,0.000239261219719399,0.00382188316762303,1,1,"Up",15.2262762601839
"GO_HEAD_DEVELOPMENT",267,0.000245430205362515,0.00390574135799747,1,1,"Up",15.1669129560194
"GO_REGULATION_OF_MITOTIC_CELL_CYCLE",268,0.00024812115190619,0.00393383124794553,1,1,"Up",15.1473127311987
"GO_MICROTUBULE_ASSOCIATED_COMPLEX",269,0.000249580822653196,0.00394226362622093,1,1,"Up",15.1414561947438
"GO_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA",270,0.000262579334125101,0.00413222070628724,1,1,"Up",15.0127432068002
"GO_RRNA_METABOLIC_PROCESS",271,0.000273046628976671,0.00426098331159349,1,1,"Up",14.9288170002716
"GO_REGULATION_OF_CHROMOSOME_ORGANIZATION",272,0.000274726186335986,0.00426098331159349,1,1,"Up",14.9288170002716
"GO_NUCLEAR_EXPORT",273,0.000274772752971668,0.00426098331159349,1,1,"Up",14.9288170002716
"GO_BETA_TUBULIN_BINDING",274,0.000274334540633985,0.00426098331159349,1,1,"Up",14.9288170002716
"GO_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING",275,0.000285097750244955,0.00438905920576382,1,1,"Up",14.8478174817363
"GO_NUCLEAR_BODY",276,0.000284885750030429,0.00438905920576382,1,1,"Up",14.8478174817363
"GO_PROTEIN_TARGETING_TO_MEMBRANE",277,0.000290018474904733,0.00444869494537982,1,1,"Up",14.8109050353922
"GO_NUCLEAR_CHROMATIN",278,0.000301282693933251,0.00458980527921946,1,1,"Up",14.7254968926412
"GO_HORMONE_RECEPTOR_BINDING",279,0.000301378129654561,0.00458980527921946,1,1,"Up",14.7254968926412
"GO_ENDOSOME",280,0.000303588803060045,0.00460696008643618,1,1,"Up",14.7152933077455
"GO_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",281,0.000309849178693651,0.00466861404350824,1,1,"Up",14.678932954451
"GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING",282,0.000309143630567477,0.00466861404350824,1,1,"Up",14.678932954451
"GO_VESICLE_LOCALIZATION",283,0.000311395631250223,0.00467533582043179,1,1,"Up",14.674997859518
"GO_MOLECULAR_FUNCTION_REGULATOR",284,0.000315426655276449,0.00471918259954095,1,1,"Up",14.649466856849
"GO_ESTABLISHMENT_OF_CELL_POLARITY",285,0.000319541124609929,0.00476396574900908,1,1,"Up",14.6236343317378
"GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS",286,0.000345279868852182,0.00505515011298809,1,1,"Up",14.4613694396196
"GO_CELL_CYCLE_G2_M_PHASE_TRANSITION",287,0.000343593710026792,0.00505515011298809,1,1,"Up",14.4613694396196
"GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION",288,0.000343862441751953,0.00505515011298809,1,1,"Up",14.4613694396196
"GO_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS",289,0.000347008270268223,0.00505515011298809,1,1,"Up",14.4613694396196
"GO_LYTIC_VACUOLE",290,0.000347342432406517,0.00505515011298809,1,1,"Up",14.4613694396196
"GO_LIGAND_DEPENDENT_NUCLEAR_RECEPTOR_TRANSCRIPTION_COACTIVATOR_ACTIVITY",291,0.000347400290184166,0.00505515011298809,1,1,"Up",14.4613694396196
"GO_DNA_HELICASE_ACTIVITY",292,0.000347400290184166,0.00505515011298809,1,1,"Up",14.4613694396196
"GO_CENTROSOME_CYCLE",293,0.000358269649609563,0.00517784945983345,1,1,"Up",14.3957758115759
"GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION",294,0.00035708480303378,0.00517784945983345,1,1,"Up",14.3957758115759
"GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS",295,0.000365736721011065,0.00526784856805429,1,1,"Up",14.3486441197422
"GO_LIPID_BIOSYNTHETIC_PROCESS",296,0.000369431139464908,0.00528522865854004,1,1,"Up",14.3396351557143
"GO_PROTEIN_AUTOPHOSPHORYLATION",297,0.00036839486882865,0.00528522865854004,1,1,"Up",14.3396351557143
"GO_NUCLEOSOMAL_DNA_BINDING",298,0.0003720032093959,0.00528642687867283,1,1,"Up",14.3390151507687
"GO_THYROID_HORMONE_RECEPTOR_BINDING",299,0.0003720032093959,0.00528642687867283,1,1,"Up",14.3390151507687
"GO_HISTONE_METHYLTRANSFERASE_COMPLEX",300,0.000384672771281487,0.00544824868391679,1,1,"Up",14.2565477014332
"GO_PROTEIN_ACETYLATION",301,0.00038869759482785,0.00546948018187197,1,1,"Up",14.2459099356933
"GO_CHD_TYPE_COMPLEX",302,0.00038874629675814,0.00546948018187197,1,1,"Up",14.2459099356933
"GO_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS",303,0.000393888810434228,0.00552354308757437,1,1,"Up",14.2190077676473
"GO_REGULATION_OF_AUTOPHAGY",304,0.000396264347040844,0.00553857635058075,1,1,"Up",14.2115738675078
"GO_NUCLEAR_ENVELOPE",305,0.000404550328635775,0.00563585031597839,1,1,"Up",14.1639544713255
"GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE",306,0.000410530609029822,0.00568190409696324,1,1,"Up",14.1416953013539
"GO_METHYLTRANSFERASE_COMPLEX",307,0.000410530609029822,0.00568190409696324,1,1,"Up",14.1416953013539
"GO_KINASE_BINDING",308,0.000423432850275406,0.00584144863902663,1,1,"Up",14.0659540647053
"GO_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",309,0.000451987287500144,0.00621519088863467,1,1,"Up",13.8963303269116
"GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER",310,0.000454898854125269,0.00623504913283313,1,1,"Up",13.8876053349711
"GO_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY",311,0.000457175713147801,0.00624610805519295,1,1,"Up",13.8827584845935
"GO_RESPONSE_TO_ENDOGENOUS_STIMULUS",312,0.000467263957733771,0.00634314554763831,1,1,"Up",13.8405937153894
"GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION",313,0.000465935096939522,0.00634314554763831,1,1,"Up",13.8405937153894
"GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS",314,0.000477570002775118,0.00646240427322126,1,1,"Up",13.7896481913843
"GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_COMPLEX",315,0.000481531765290171,0.00649532847846964,1,1,"Up",13.77574902481
"GO_DNA_POLYMERASE_BINDING",316,0.000504016336395034,0.00677710573842563,1,1,"Up",13.6595982355654
"GO_MEMBRANE_DISASSEMBLY",317,0.000519276205845174,0.00693837924099417,1,1,"Up",13.5952741813568
"GO_NUCLEAR_ENVELOPE_DISASSEMBLY",318,0.000519276205845174,0.00693837924099417,1,1,"Up",13.5952741813568
"GO_LOCALIZATION_WITHIN_MEMBRANE",319,0.000535555882206147,0.00713347004230068,1,1,"Up",13.5194312713389
"GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS",320,0.000549879711599515,0.00730137154558231,1,1,"Up",13.4558010120583
"GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION",321,0.000579411247640802,0.00766952769852264,1,1,"Up",13.3212542387867
"GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION",322,0.00058616660526568,0.0077348506390493,1,1,"Up",13.2980575660019
"GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",323,0.000598301262146259,0.00787053270235125,1,1,"Up",13.2504955247792
"GO_MRNA_3_UTR_BINDING",324,0.000619867421642812,0.00812906381037132,1,1,"Up",13.1620973856633
"GO_RESPONSE_TO_PROSTAGLANDIN_E",325,0.000627979674727584,0.0081849252696856,1,1,"Up",13.143366627774
"GO_NEGATIVE_REGULATION_OF_RNA_SPLICING",326,0.000627979674727584,0.0081849252696856,1,1,"Up",13.143366627774
"GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",327,0.000633975846862663,0.0082126932113398,1,1,"Up",13.1341033461244
"GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",328,0.000632837205785128,0.0082126932113398,1,1,"Up",13.1341033461244
"GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR",329,0.000636605667258806,0.00822169446864032,1,1,"Up",13.1311072810963
"GO_NUCLEAR_MEMBRANE",330,0.000655579041440823,0.00844107680933956,1,1,"Up",13.0590826450909
"GO_MICROTUBULE_ORGANIZING_CENTER_PART",331,0.000658442269930974,0.00845232992428009,1,1,"Up",13.0554388233406
"GO_SMALL_MOLECULE_CATABOLIC_PROCESS",332,0.000668949959443536,0.00851734141608742,1,1,"Up",13.0344822453189
"GO_INTRINSIC_COMPONENT_OF_GOLGI_MEMBRANE",333,0.000669520365491456,0.00851734141608742,1,1,"Up",13.0344822453189
"GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS_OTHER_THAN_AMINO_ACYL_GROUPS",334,0.000668098769453678,0.00851734141608742,1,1,"Up",13.0344822453189
"GO_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT",335,0.000673014461769415,0.00853623417330819,1,1,"Up",13.0284221198743
"GO_CYTOSOLIC_PART",336,0.000699374575560754,0.00884417432011203,1,1,"Up",12.9314932104601
"GO_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS",337,0.000732209521039409,0.00923192360503397,1,1,"Up",12.8141347268866
"GO_PROTEIN_SUMOYLATION",338,0.000738543441273116,0.00925684684946746,1,1,"Up",12.8067608080583
"GO_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS",339,0.00073664219981242,0.00925684684946746,1,1,"Up",12.8067608080583
"GO_ACTIN_BINDING",340,0.000743723033769832,0.00929435050143535,1,1,"Up",12.7957021163985
"GO_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS",341,0.000747182253846693,0.00931019764397243,1,1,"Up",12.7910426789497
"GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",342,0.000761686290616619,0.0094631726573977,1,1,"Up",12.7464678783547
"GO_LYSOPHOSPHOLIPID_ACYLTRANSFERASE_ACTIVITY",343,0.000765418802989576,0.0094818206819321,1,1,"Up",12.7410834443477
"GO_PROTEIN_UBIQUITINATION",344,0.000777130507403524,0.00959891722662085,1,1,"Up",12.7075130912474
"GO_MICROBODY_MEMBRANE",345,0.000780515424280873,0.00961278271817226,1,1,"Up",12.7035651462436
"GO_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION",346,0.000785039206594675,0.00964055372491554,1,1,"Up",12.6956749561167
"GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS",347,0.000797460210828689,0.00976486580925389,1,1,"Up",12.6606322371207
"GO_ENDOSOMAL_PART",348,0.000808194225521973,0.00986786570184731,1,1,"Up",12.6319335802158
"GO_ENZYME_REGULATOR_ACTIVITY",349,0.000814631508731262,0.00991796355472531,1,1,"Up",12.6180830203928
"GO_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS",350,0.00082764884233676,0.0100476569459683,1,1,"Up",12.5825491358972
"GO_METHYLATION",351,0.000834758854809644,0.0101051007808723,1,1,"Up",12.566956782805
"GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS",352,0.000850091516504193,0.0102614740159839,1,1,"Up",12.5249562787876
"GO_CILIUM",353,0.000855712696315896,0.0103000658545219,1,1,"Up",12.5146893184065
"GO_NUCLEAR_PORE",354,0.000861044188764082,0.0103349625933858,1,1,"Up",12.5054384664918
"GO_PROTEIN_ACYLATION",355,0.000870516506111975,0.0104192243224501,1,1,"Up",12.483229488566
"GO_NEGATIVE_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY",356,0.00087548045177755,0.0104492034820304,1,1,"Up",12.4753711350025
"GO_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS",357,0.000889501626810811,0.0105868134798855,1,1,"Up",12.4395866959214
"GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS",358,0.000892767227964536,0.010595999864864,1,1,"Up",12.4372144343551
"GO_ATP_DEPENDENT_DNA_HELICASE_ACTIVITY",359,0.000924456942294684,0.0109415530579669,1,1,"Up",12.3494421573271
"GO_RESPONSE_TO_INSULIN",360,0.000975581458807609,0.011482674843417,1,1,"Up",12.2174149664352
"GO_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS",361,0.000975519016443587,0.011482674843417,1,1,"Up",12.2174149664352
"GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",362,0.000981300316249229,0.0115180802313342,1,1,"Up",12.2089946357029
"GO_CYTOPLASMIC_REGION",363,0.000996007210123435,0.0116584976193236,1,1,"Up",12.1758526567705
"GO_MITOTIC_SPINDLE_ORGANIZATION",364,0.00102727410087026,0.0118534934987118,1,1,"Up",12.1304848770344
"GO_GROWTH",365,0.00102685192758601,0.0118534934987118,1,1,"Up",12.1304848770344
"GO_RNA_3_END_PROCESSING",366,0.00102940435420679,0.0118534934987118,1,1,"Up",12.1304848770344
"GO_PURINE_NTP_DEPENDENT_HELICASE_ACTIVITY",367,0.00102940435420679,0.0118534934987118,1,1,"Up",12.1304848770344
"GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY",368,0.00102224217667713,0.0118534934987118,1,1,"Up",12.1304848770344
"GO_RECEPTOR_SIGNALING_PROTEIN_ACTIVITY",369,0.00102379392084927,0.0118534934987118,1,1,"Up",12.1304848770344
"GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE",370,0.00104849611649467,0.0120082479757031,1,1,"Up",12.0950077275325
"GO_TRNA_MODIFICATION",371,0.00104849611649467,0.0120082479757031,1,1,"Up",12.0950077275325
"GO_ORGANELLE_INNER_MEMBRANE",372,0.00105934239272804,0.0120998543728533,1,1,"Up",12.0742219435402
"GO_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS",373,0.00107975853056051,0.0122999839044279,1,1,"Up",12.0293540672762
"GO_CHROMOSOME_TELOMERIC_REGION",374,0.001109451156874,0.012576801998655,1,1,"Up",11.9684817723457
"GO_PROTEIN_DEACETYLASE_ACTIVITY",375,0.00110997899493895,0.012576801998655,1,1,"Up",11.9684817723457
"GO_APOPTOTIC_SIGNALING_PATHWAY",376,0.00111806221647176,0.0126346977600759,1,1,"Up",11.9559200151341
"GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS",377,0.00113388139217537,0.0127029130829817,1,1,"Up",11.941192859709
"GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS",378,0.00113904680739374,0.0127029130829817,1,1,"Up",11.941192859709
"GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS",379,0.00113388139217537,0.0127029130829817,1,1,"Up",11.941192859709
"GO_PURINE_RIBONUCLEOSIDE_BIOSYNTHETIC_PROCESS",380,0.00113904680739374,0.0127029130829817,1,1,"Up",11.941192859709
"GO_PROTEIN_KINASE_COMPLEX",381,0.00113904680739374,0.0127029130829817,1,1,"Up",11.941192859709
"GO_CYTOKINETIC_PROCESS",382,0.00114741537226802,0.0127627432376095,1,1,"Up",11.9283409521241
"GO_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY",383,0.00115237497521199,0.0127844419573779,1,1,"Up",11.9236948077329
"GO_POSITIVE_REGULATION_OF_PROTEOLYSIS",384,0.00117459430397867,0.0129296663150399,1,1,"Up",11.8928008066978
"GO_LIPID_OXIDATION",385,0.00117093772909311,0.0129296663150399,1,1,"Up",11.8928008066978
"GO_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY",386,0.00117459430397867,0.0129296663150399,1,1,"Up",11.8928008066978
"GO_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS",387,0.00118204848746598,0.0129780982512738,1,1,"Up",11.8825748502395
"GO_ACTIN_FILAMENT_ORGANIZATION",388,0.00119324778408767,0.0130663472716225,1,1,"Up",11.8640396201122
"GO_METHYLATED_HISTONE_BINDING",389,0.00119623654710783,0.0130663472716225,1,1,"Up",11.8640396201122
"GO_REGULATION_OF_NEURON_DIFFERENTIATION",390,0.00120443316788216,0.0131221449495675,1,1,"Up",11.8523847394427
"GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY",391,0.00124855915832512,0.0135681019532568,1,1,"Up",11.7609771279611
"GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",392,0.00127324715972394,0.0138010897491505,1,1,"Up",11.7144095944586
"GO_REGULATION_OF_DNA_METABOLIC_PROCESS",393,0.00127748416234159,0.0138117816941207,1,1,"Up",11.7122914932461
"GO_REGULATION_OF_TRANSFERASE_ACTIVITY",394,0.00130181551180968,0.0140391221057851,1,1,"Up",11.6676387095675
"GO_MLL1_2_COMPLEX",395,0.00131315392060341,0.0140898762844543,1,1,"Up",11.6577686550718
"GO_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY",396,0.00131315392060341,0.0140898762844543,1,1,"Up",11.6577686550718
"GO_STRUCTURAL_MOLECULE_ACTIVITY",397,0.00137177423050033,0.0146817851521308,1,1,"Up",11.5452167814477
"GO_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",398,0.00137526020057758,0.0146821120408395,1,1,"Up",11.5451558855877
"GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE",399,0.00140524146820206,0.0149645889683974,1,1,"Up",11.4930338589792
"GO_RESPONSE_TO_HORMONE",400,0.0014108070041492,0.0149862974015748,1,1,"Up",11.4890690668833
"GO_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",401,0.00142131745969332,0.0150228305627784,1,1,"Up",11.482409658698
"GO_MAGNESIUM_ION_BINDING",402,0.00142131745969332,0.0150228305627784,1,1,"Up",11.482409658698
"GO_GLYCOSYL_COMPOUND_METABOLIC_PROCESS",403,0.00143335564066493,0.0151124767175813,1,1,"Up",11.4661369868641
"GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION",404,0.0014713397595993,0.0154745609864788,1,1,"Up",11.4013788911316
"GO_POSITIVE_REGULATION_OF_TRANSPORT",405,0.00149864220962627,0.0157227919721038,1,1,"Up",11.3578528714688
"GO_PROTEIN_IMPORT",406,0.00152300289436582,0.015783510483318,1,1,"Up",11.3473108048234
"GO_REGULATION_OF_CELL_PROJECTION_ASSEMBLY",407,0.00152300289436582,0.015783510483318,1,1,"Up",11.3473108048234
"GO_POSITIVE_REGULATION_OF_CELL_CYCLE",408,0.00151446961414393,0.015783510483318,1,1,"Up",11.3473108048234
"GO_ZYMOGEN_ACTIVATION",409,0.00151063253754223,0.015783510483318,1,1,"Up",11.3473108048234
"GO_PHOSPHATIDYLINOSITOL_BINDING",410,0.00152235782860883,0.015783510483318,1,1,"Up",11.3473108048234
"GO_CENTRIOLE",411,0.00155889363552575,0.0161161534242066,1,1,"Up",11.2902668680607
"GO_RECEPTOR_SIGNALING_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",412,0.00158152017212707,0.016310386435359,1,1,"Up",11.2575004346456
"GO_CYTOPLASMIC_VESICLE_PART",413,0.00162625238563861,0.016731105052248,1,1,"Up",11.1878446638053
"GO_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT",414,0.00163276927849389,0.016757576483866,1,1,"Up",11.1835207103191
"GO_ENDOPLASMIC_RETICULUM",415,0.00163922089089113,0.0167832519648106,1,1,"Up",11.1793332912143
"GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",416,0.00164605925856339,0.0167857885263074,1,1,"Up",11.1789199506652
"GO_RUFFLE",417,0.00164736969062608,0.0167857885263074,1,1,"Up",11.1789199506652
"GO_REGULATION_OF_RECEPTOR_INTERNALIZATION",418,0.00166546798885254,0.0169296016378814,1,1,"Up",11.1555867417107
